epoch,train_loss,train_f1,eval_loss,eval_f1,duration
1,0.6941745137346198,0.4818402530758285,0.6940946817398072,0.48620822192513374,0:00:23.898297
2,0.6516929844330099,0.6201492273811516,0.6130631756782532,0.686829044117647,0:00:23.914138
3,0.6055860108342663,0.690071036993639,0.5977604746818542,0.7032520053475936,0:00:24.136151
4,0.5944644048296173,0.697176371045363,0.5924354338645934,0.7035812165775402,0:00:23.864376
5,0.5904965703857358,0.7015069860018411,0.5907409358024598,0.7032929478609626,0:00:23.621594
6,0.5870279489920053,0.708210186851356,0.5824061226844788,0.7145187165775402,0:00:22.565813
7,0.5827436698921795,0.7126003044442585,0.5808307695388794,0.7206943516042783,0:00:23.422802
8,0.5810826276910716,0.7171117158729492,0.5748021149635315,0.7221991978609626,0:00:22.418866
9,0.57778735972684,0.7198586452753601,0.5781412410736083,0.711434659090909,0:00:22.570069
10,0.5752468900433904,0.7204657683294274,0.5715223622322082,0.7272401403743315,0:00:22.774400
11,0.5738238563825343,0.7203964575661196,0.5719262862205505,0.7245429478609625,0:00:22.716032
12,0.5732283155465947,0.7216904764395711,0.5620060729980468,0.7374707553475937,0:00:22.669713
13,0.5739474080759903,0.7217627296409442,0.5648262548446655,0.7371507352941178,0:00:22.762290
14,0.5688444026585284,0.729824356063776,0.5707142543792725,0.7271824866310161,0:00:22.533244
15,0.5697886065162461,0.7269996155214262,0.5626265001296997,0.7380957553475935,0:00:22.317052
16,0.567023124160438,0.733443881821225,0.560518193244934,0.7404971590909091,0:00:22.287193
17,0.5672473069922677,0.7332225450912283,0.5635200476646421,0.7404896390374333,0:00:22.116824
18,0.5636311959603738,0.7349236012303314,0.563303816318512,0.7320354278074866,0:00:22.154518
19,0.5636108584445095,0.7351122442040511,0.5550817322731016,0.7502999665775403,0:00:22.634964
20,0.5604660171886969,0.7392002714889524,0.5538502979278567,0.7366895053475937,0:00:24.120978
21,0.5587356491335504,0.7414737953004688,0.5604468536376953,0.741713736631016,0:00:23.963710
22,0.5593789774796054,0.738345983637429,0.5540506136417388,0.7448069852941176,0:00:24.221518
23,0.5577819172678321,0.7430074594074322,0.552001383304596,0.7537708890374332,0:00:23.760622
24,0.5551805182777604,0.7455657458361235,0.5508610272407531,0.7514513703208554,0:00:23.712846
25,0.5541922876547125,0.7445411235143957,0.5480376791954041,0.7504486965240641,0:00:23.640113
26,0.5540308554110855,0.7476862628682622,0.5466862988471985,0.7492471590909091,0:00:23.812013
27,0.5528925564782371,0.7482423836625378,0.5522210621833801,0.7448554478609626,0:00:23.572832
28,0.5516220937515125,0.7463095287914295,0.5502883052825929,0.7494201203208555,0:00:23.832865
29,0.5507543441550486,0.74895151123619,0.5496383023262024,0.7518791778074866,0:00:23.874586
30,0.5499640790552931,0.750354400318045,0.5465444552898406,0.7537541778074868,0:00:24.336660
31,0.5478826989901475,0.7541007778498491,0.5463868606090546,0.7573069852941178,0:00:24.665623
32,0.5477063658422439,0.753868979117844,0.5407467341423033,0.7627999665775402,0:00:24.722239
33,0.5458571628249924,0.7558384509959823,0.5390296626091003,0.7643883689839573,0:00:24.533786
34,0.5478317475524443,0.7556566737110815,0.5412157535552979,0.7625860628342247,0:00:23.989370
35,0.5424323785921619,0.7597764139395715,0.5415883326530457,0.7611555815508022,0:00:24.125888
36,0.54309143793994,0.7604355200661196,0.5394573295116425,0.7647083890374331,0:00:24.539351
37,0.5417795224950234,0.7602508003431534,0.5336909651756286,0.7707854278074866,0:00:24.729757
38,0.5405292649721278,0.7626609840559089,0.5299025595188142,0.7737876002673796,0:00:24.707766
39,0.539338420948078,0.7651113810888851,0.5315901029109954,0.7724147727272725,0:00:24.933310
40,0.5431490907895151,0.7615111446476395,0.5284418320655823,0.7791001002673797,0:00:25.052044
41,0.5417583988144479,0.7614621040132241,0.5351169586181643,0.7684007352941176,0:00:24.908655
42,0.541123025376221,0.7623906066914968,0.5368658113479614,0.7661221590909092,0:00:24.944534
43,0.5379285758425447,0.7628764359097758,0.5302708029747008,0.7715591577540107,0:00:24.495522
44,0.5378123604018111,0.7643947339512889,0.5341084718704223,0.771672794117647,0:00:24.570243
45,0.5388385740847424,0.7656887528247402,0.5308520150184631,0.7744869652406418,0:00:24.450782
46,0.5346440986312667,0.768178709302812,0.5303509700298311,0.7732035427807487,0:00:24.581008
47,0.5372084209631234,0.7675081603615668,0.5395623576641084,0.7660310828877005,0:00:24.097561
48,0.5363021302839804,0.7675061987361899,0.5390947198867798,0.7679821189839573,0:00:24.547752
49,0.5345115250554582,0.7692870276406091,0.530581259727478,0.7772251002673798,0:00:24.417771
50,0.5324894164142936,0.7701184298627385,0.5298019599914551,0.7727515040106953,0:00:24.388323
